,PIece_ID,Phrase_number,Phrase_start,Phrase_stop,Rhyme_ID,Phrase_text,piece_id,Column10,Column11,Column12
2593,DC1309,8,19,23,d,"Quelque gentil compaignon,","Sus, Sus, Sus, qu'on la reveille",,,
2594,DC1309,9,22,24,a,"Qui voulust vendanger ma treille,","Sus, Sus, Sus, qu'on la reveille",,,
2595,DC1309,10,24,25,a,Sans corbeille,"Sus, Sus, Sus, qu'on la reveille",,,
2596,DC1309,11,26,27,b,"Je burois à luy de haut,","Sus, Sus, Sus, qu'on la reveille",,,
2597,DC1309,12,27,28,b,D’un plain saut.,"Sus, Sus, Sus, qu'on la reveille",,,
2598,DC1309,13,28,32,a,"Sus, sus, sus, qu’on la reveille","Sus, Sus, Sus, qu'on la reveille",,,
2599,DC1309,14,31,35,a,"La bouteille,","Sus, Sus, Sus, qu'on la reveille",,,
2600,DC1309,15,35,37,a,"Il n’est pas temps qu’on sommeille,","Sus, Sus, Sus, qu'on la reveille",,,
2601,DC1309,16,37,54,b,Et boire il faut.,"Sus, Sus, Sus, qu'on la reveille",,,
2602,DC1310,1,1,8,a,"Ton depart (mon amy) tres fort me blesse,","Ton depart, mon amy, très fort me blesse",,,
2603,DC1310,2,8,15,b,"Veu que privée seray de ta presence,","Ton depart, mon amy, très fort me blesse",,,
2604,DC1310,3,16,22,a,"Deuil me viendra abaissant ma liesse,","Ton depart, mon amy, très fort me blesse",,,
2605,DC1310,4,23,29,b,Quand sentiray de toy la dure absence ,"Ton depart, mon amy, très fort me blesse",,,
2606,DC1310,5,29,38,c,"Mais mon amy, et ma seule esperance,","Ton depart, mon amy, très fort me blesse",,,
2607,DC1310,6,38,44,d,"Puis qu’ainsi est qu’il te faut departir,","Ton depart, mon amy, très fort me blesse",,,
2608,DC1310,7,45,49,c,"Je te supplie me donner asseurance,","Ton depart, mon amy, très fort me blesse",,,
2609,DC1310,8,50,59,d,Qu’auras de moy tousjours bon souvenir.,"Ton depart, mon amy, très fort me blesse",,,
2610,DC1311,1,1,6,a,"Mourir me faut, c’est chose clere,",Mourir me faut c'est chose clere,,,
2611,DC1311,2,6,10,b,"Si de m’amye n’ay secours,",Mourir me faut c'est chose clere,,,
2612,DC1311,3,11,14,a,"Souffrir si tost la mort amere,",Mourir me faut c'est chose clere,,,
2613,DC1311,4,14,19,b,La chose me vient à rebours.,Mourir me faut c'est chose clere,,,
2614,DC1311,5,19,24,b,"Je fineray de brief mes jours,",Mourir me faut c'est chose clere,,,
2615,DC1311,6,24,28,c,"Car navré suis, et à grand tort,",Mourir me faut c'est chose clere,,,
2616,DC1311,7,28,31,b,"Pour vous madame par amours,",Mourir me faut c'est chose clere,,,
2617,DC1311,8,32,39,c,Je prens en gré la dure mort.,Mourir me faut c'est chose clere,,,
3191,DC1312,1,1,3,a,"Or ne refuse donc,",Or ne refuse donc/ Pour ton amy choisir,,,
3192,DC1312,2,3,6,b,"Pour ton amy choisir,",Or ne refuse donc/ Pour ton amy choisir,,,
3193,DC1312,3,5,8,c,"Celuy qui s'est voué,",Or ne refuse donc/ Pour ton amy choisir,,,
3194,DC1312,4,8,10,d,"De franc cueur non mobile,",Or ne refuse donc/ Pour ton amy choisir,,,
3195,DC1312,5,10,12,e,Pour estre serviteur,Or ne refuse donc/ Pour ton amy choisir,,,
3196,DC1312,6,12,14,d,A la belle Mabille ,Or ne refuse donc/ Pour ton amy choisir,,,
3197,DC1312,7,14,17,c,"Luy gardant loyauté, ",Or ne refuse donc/ Pour ton amy choisir,,,
3198,DC1312,8,17,28,b,Et la est son desir.,Or ne refuse donc/ Pour ton amy choisir,,,
2622,DC1313,1,1,6,a,"Mois amoureux, mois vestu de verdure,","Moys amoureux, moys vestu de verdure",,,
2623,DC1313,2,6,11,b,"Mois qui tant bien les cueurs fais esjouir,","Moys amoureux, moys vestu de verdure",,,
2624,DC1313,3,1,6,a,"Comment pourras, veu l’ennuy que j’endure,","Moys amoureux, moys vestu de verdure",,,
2625,DC1313,4,6,11,b,Faire le mien de liesse jouir.,"Moys amoureux, moys vestu de verdure",,,
2626,DC1313,5,12,16,b,"Ne prés, ne champs, ne Rossignol ouir,","Moys amoureux, moys vestu de verdure",,,
2627,DC1313,6,16,22,c,"N’y ont pouvoir, quoy donc je te diray,","Moys amoureux, moys vestu de verdure",,,
2628,DC1313,7,22,28,b,"Tant seulement, fay Anne resjouir,","Moys amoureux, moys vestu de verdure",,,
2629,DC1313,8,28,34,c,Incontinent je me resjouiray.,"Moys amoureux, moys vestu de verdure",,,
2630,DC1314,1,1,5,a,"M’amye, helas, n’as tu pas tort,","M'amye, helas, n'as-tu pas tort",,,
2631,DC1314,2,5,9,b,Me monstrer si mauvais visaige?,"M'amye, helas, n'as-tu pas tort",,,
2632,DC1314,3,1,5,a,"Ne veux tu point avoir remord,","M'amye, helas, n'as-tu pas tort",,,
2633,DC1314,4,5,9,b,M’user de si rude langaige?,"M'amye, helas, n'as-tu pas tort",,,
2634,DC1314,5,10,17,b,Je croy que non  ô quel servaige ,"M'amye, helas, n'as-tu pas tort",,,
2635,DC1314,6,17,21,c,"Mieux m’eust valu, et pour le mieux,","M'amye, helas, n'as-tu pas tort",,,
2636,DC1314,7,21,31,b,"N’avoir oncq veu ton cler visaige,","M'amye, helas, n'as-tu pas tort",,,
2637,DC1314,8,24,34,c,Ne la douceur de tes beaux yeux.,"M'amye, helas, n'as-tu pas tort",,,
2638,DC1315,1,1,5,a,"Qui voudra voir dedens une jeunesse,",Qui vouldra veoir dedans une jeunesse,,,
2639,DC1315,2,5,9,b,"La beauté jointe avec la chasteté,",Qui vouldra veoir dedans une jeunesse,,,
2640,DC1315,3,9,13,b,"L’humble douceur, la grave majesté,",Qui vouldra veoir dedans une jeunesse,,,
2641,DC1315,4,13,17,a,"Toute vertu, et toute gentillesse.",Qui vouldra veoir dedans une jeunesse,,,
2642,DC1315,5,1,5,a,"Qui voudra voir les yeux d’une déesse,",Qui vouldra veoir dedans une jeunesse,,,
2643,DC1315,6,5,9,b,"Et de nòs ans la seule nouveauté,",Qui vouldra veoir dedans une jeunesse,,,
2644,DC1315,7,9,13,b,"De ceste dame œillade la beauté,",Qui vouldra veoir dedans une jeunesse,,,
2645,DC1315,8,13,17,a,Que le vulgaire appelle ma maistresse.,Qui vouldra veoir dedans une jeunesse,,,
2646,DC1315,9,18,21,c,"Il apprendra comme Amour rid, et mord,",Qui vouldra veoir dedans une jeunesse,,,
2647,DC1315,10,22,26,c,"Comme il guarit, comme il donne la mort ",Qui vouldra veoir dedans une jeunesse,,,
2648,DC1315,11,26,32,d,"Puis il dira, voyant chose si belle,",Qui vouldra veoir dedans une jeunesse,,,
2649,DC1315,12,32,37,e,"Heureux vrayment, heureux qui peut avoir",Qui vouldra veoir dedans une jeunesse,,,
2650,DC1315,13,37,40,e,"Heureusement cest heur que de la voir,",Qui vouldra veoir dedans une jeunesse,,,
2651,DC1315,14,41,50,d,Et plus heureux qui meurt pour l’Amour d’elle.,Qui vouldra veoir dedans une jeunesse,,,
2652,DC1316,1,1,6,a,"Amy, si par trop je vous ayme,","Amy, si par trop je vous ayme",,,
2653,DC1316,2,6,10,b,"On ne men doit pourtant blasmer,","Amy, si par trop je vous ayme",,,
2654,DC1316,3,1,6,a,"Car ta beauté, ta grace extreme,","Amy, si par trop je vous ayme",,,
2655,DC1316,4,6,11,b,Font ainsi mon cueur enflammer.,"Amy, si par trop je vous ayme",,,
2656,DC1316,5,11,15,b,Que ne me puis garder d’aymer,"Amy, si par trop je vous ayme",,,
2657,DC1316,6,15,20,c,"Ton œil, ta bouche tant vermeille,","Amy, si par trop je vous ayme",,,
2658,DC1316,7,20,24,b,"Car il n’en est deça la mer,","Amy, si par trop je vous ayme",,,
2659,DC1316,8,24,33,c,Non pas au monde sa pareille.,"Amy, si par trop je vous ayme",,,
2660,DC1317,1,1,4,a,"Venés venés, mon beau et doux amy,","Venés venés, mon beau et doux amy",,,
2661,DC1317,2,5,9,a,"Venés avec moy Pour passer mon ennuy,","Venés venés, mon beau et doux amy",,,
2662,DC1317,3,10,12,b,"Donnés moy votre main, Mon petit cueur,","Venés venés, mon beau et doux amy",,,
2663,DC1317,4,13,15,b,Allons au champs voir Si la belle fleur,"Venés venés, mon beau et doux amy",,,
2664,DC1317,5,16,18,c,"Nous donnera aujourd’huy lyesse,","Venés venés, mon beau et doux amy",,,
2665,DC1317,6,18,23,c,Car maintenant mon cueur Est en grand presse ,"Venés venés, mon beau et doux amy",,,
2666,DC1317,7,24,31,d,"Allons voir la pomme de grenade, Mon cueur fin","Venés venés, mon beau et doux amy",,,
2667,DC1317,8,31,41,d,La je vous donneray La douceur de mon tetin.,"Venés venés, mon beau et doux amy",,,
2668,DC1318,1,1,10,a,"Amour, et Foy, sont tant bien alliés,","Amour, et foy sont tant bien alliés",,,
2669,DC1318,2,9,16,a,"Qu’oubliant l’un, l’autre vous oubliés,","Amour, et foy sont tant bien alliés",,,
2670,DC1318,3,12,21,b,"Si l’Amour faut, Foy n’est plus cherie,","Amour, et foy sont tant bien alliés",,,
2671,DC1318,4,18,25,b,"Si Foy perit, l’Amour s’en va perie ","Amour, et foy sont tant bien alliés",,,
2672,DC1318,5,25,40,a,Pource les ay en devise liés ,"Amour, et foy sont tant bien alliés",,,
2673,DC1318,6,40,45,c,"Amour, et Foy","Amour, et foy sont tant bien alliés",,,
2674,DC1319,1,1,3,a,"Gentil Rossignol cazanier,",Gentil rossignol cazanier,,,
2675,DC1319,2,3,6,a,"Tu surmonte le passager,",Gentil rossignol cazanier,,,
2676,DC1319,3,6,10,b,En milles gentilles façons ,Gentil rossignol cazanier,,,
2677,DC1319,4,10,13,b,Ceux qui ont admiray tes sons,Gentil rossignol cazanier,,,
2678,DC1319,5,13,15,c,En porteront bon tesmoignage.,Gentil rossignol cazanier,,,
2679,DC1319,6,15,18,c,Chante tu pas ton chant ramage,Gentil rossignol cazanier,,,
2680,DC1319,7,18,21,d,"Dedens ta prison emmoussée,",Gentil rossignol cazanier,,,
2681,DC1319,8,21,24,d,D’un beau drap verd entapissée?,Gentil rossignol cazanier,,,
2682,DC1319,9,25,27,e,"He que plaisante est ta chanson,",Gentil rossignol cazanier,,,
2683,DC1319,10,28,30,e,"Au pris de celle du buisson,",Gentil rossignol cazanier,,,
2684,DC1319,11,30,32,f,"Qui chante naturellement,",Gentil rossignol cazanier,,,
2685,DC1319,12,32,35,f,"Trois ou quatre mois seulement,",Gentil rossignol cazanier,,,
2686,DC1319,13,36,39,g,"Ayant la voix si tres mignonne,",Gentil rossignol cazanier,,,
2687,DC1319,14,40,43,g,Qu’au temps que sa gorge resonne,Gentil rossignol cazanier,,,
2688,DC1319,15,43,46,h,"Par les bois, buissons, et forests,",Gentil rossignol cazanier,,,
2689,DC1319,16,46,49,h,"Touche un amoureux de si pres,",Gentil rossignol cazanier,,,
2690,DC1319,17,49,52,i,Qu’au cueur luy engendre une envie,Gentil rossignol cazanier,,,
2691,DC1319,18,52,55,i,"D’avoir entre ses bras s’amye,",Gentil rossignol cazanier,,,
2692,DC1319,19,55,58,j,"Pour y faire quelque sejour,",Gentil rossignol cazanier,,,
2693,DC1319,20,58,61,j,"Et y gouster les fruicts d’Amour,",Gentil rossignol cazanier,,,
2694,DC1319,21,61,63,k,"En y prenant tout à loisir,",Gentil rossignol cazanier,,,
2695,DC1319,22,63,68,k,Autant qu’on y peut de plaisir.,Gentil rossignol cazanier,,,
2696,DC1320,1,1,10,a,"A vous aymer veux mettre mon entente,",A vous aymer veux mettre mon entente,,,
2697,DC1320,2,10,15,b,"N’ayant regard aux meschans plains d’envie,",A vous aymer veux mettre mon entente,,,
2698,DC1320,3,15,20,b,"N’ayés aussi de m’aymer moindre envie,",A vous aymer veux mettre mon entente,,,
2699,DC1320,4,20,33,a,Ainsi rendrés ma volonté contente.,A vous aymer veux mettre mon entente,,,
2700,DC1321,1,1,9,a,"Amour loyal, en personne constante,",Amour loyal en personne constante,,,
2701,DC1321,2,10,15,b,"Ne fut jamais sans redoubter envie,",Amour loyal en personne constante,,,
2702,DC1321,3,14,25,b,N’aymés donc pas autrement je vous prie ,Amour loyal en personne constante,,,
2703,DC1321,4,25,43,a,Ainsi aurés une attente contente.,Amour loyal en personne constante,,,
2704,DC1322,1,1,4,c,"Si pour un autre as desir me laisser,",Si pour un autre as desir me laisser,,,
2705,DC1322,2,4,7,d,"Asseure toy que me feras plaisir,",Si pour un autre as desir me laisser,,,
2706,DC1322,3,1,4,c,Car ton depart ne pourra qu’appaiser,Si pour un autre as desir me laisser,,,
2707,DC1322,4,4,8,d,"Le mal, lequel me vient au cueur saisir.",Si pour un autre as desir me laisser,,,
2708,DC1322,5,8,13,d,Et pour certain on ne scauroit choisir,Si pour un autre as desir me laisser,,,
2709,DC1322,6,12,17,e,"Un plus grand bien, que franche liberté ",Si pour un autre as desir me laisser,,,
2710,DC1322,7,18,21,d,O Leger cueur  ô volage desir!,Si pour un autre as desir me laisser,,,
2711,DC1322,8,21,28,e,Tu monstres bien ta grand’ legereté.,Si pour un autre as desir me laisser,,,
2712,DC1323,1,1,5,a,"Tu monstres bien ta grand’ legereté,",Tu monstres bien ta grand' legereté,,,
2713,DC1323,2,5,12,b,"De me changer en si petit instant,",Tu monstres bien ta grand' legereté,,,
2714,DC1323,3,1,5,a,"Pour un aymant, tel que l’as merité,",Tu monstres bien ta grand' legereté,,,
2715,DC1323,4,5,13,b,Qui comme moy ne t’aymera point tant.,Tu monstres bien ta grand' legereté,,,
2716,DC1323,5,13,16,b,"Et t’en pourra possible faire autant,",Tu monstres bien ta grand' legereté,,,
2717,DC1323,6,16,20,c,"Comme ton cueur m’a voulu pourchasser,",Tu monstres bien ta grand' legereté,,,
2718,DC1323,7,21,25,b,"Lors envers toy l’acte sera meschant,",Tu monstres bien ta grand' legereté,,,
2719,DC1323,8,26,30,c,Si pour un autre as desir me laisser.,Tu monstres bien ta grand' legereté,,,
2720,DC1324,1,1,7,a,"Ayant fuy, pour aymer fermement,",Ayant fuy pour aymer fermement,,,
2721,DC1324,2,7,11,b,"Nouvelle Amour, nouvelle occasion,",Ayant fuy pour aymer fermement,,,
2722,DC1324,3,11,14,a,"Tenir la loy j’ay voulu droictement,",Ayant fuy pour aymer fermement,,,
2723,DC1324,4,14,22,b,Ayant les yeux trop pleins d’affection ,Ayant fuy pour aymer fermement,,,
2724,DC1324,5,22,25,b,"O le malheur de ma perfection,",Ayant fuy pour aymer fermement,,,
2725,DC1324,6,25,31,c,"J’ay bien aymé, mais quoy, la recompense",Ayant fuy pour aymer fermement,,,
2726,DC1324,7,31,36,b,"N’est seulement que dueil, et passion,",Ayant fuy pour aymer fermement,,,
2727,DC1324,8,36,44,c,"En lieu du bien, dont j’avois esperance.",Ayant fuy pour aymer fermement,,,
2728,DC1401,1,1,8,a,"Helas Amour lasche ton arc, et trousse,","Helas amour, lasche ton arc & trousse",,,
2729,DC1401,2,8,13,b,"Jettant ton feu, pour m'oster de langueur,","Helas amour, lasche ton arc & trousse",,,
2730,DC1401,3,13,18,a,"Sur celle la qui m'a baillé la trousse,","Helas amour, lasche ton arc & trousse",,,
2731,DC1401,4,18,24,b,"Pour son plaisir, et me tiens grand' rigueur.","Helas amour, lasche ton arc & trousse",,,
2732,DC1401,5,24,28,b,Ton feu ardant a tant esprins mon cueur,"Helas amour, lasche ton arc & trousse",,,
2733,DC1401,6,28,31,c,"Qu'esprouvé suis, comme l'or en fournaise,","Helas amour, lasche ton arc & trousse",,,
2734,DC1401,7,31,46,b,"O le grand mal quand Amour est vainqueur,","Helas amour, lasche ton arc & trousse",,,
2735,DC1401,8,36,50,c,Et tient captif un amant en mal aise.,"Helas amour, lasche ton arc & trousse",,,
2736,DC1402,1,1,3,a,"Las je n'eusse jamais pensé,","Las, je n'eusse jamais pensé",,,
2737,DC1402,2,3,5,b,"Dame qui causes ma langueur,","Las, je n'eusse jamais pensé",,,
2738,DC1402,3,5,7,a,De voir ainsi recompensé,"Las, je n'eusse jamais pensé",,,
2739,DC1402,4,7,9,b,Mon service d'une rigueur:,"Las, je n'eusse jamais pensé",,,
2740,DC1402,5,9,14,c,"Et qu'en lieu de me secourir,","Las, je n'eusse jamais pensé",,,
2741,DC1402,6,14,20,c,Ta cruauté m'eust fait mourir.,"Las, je n'eusse jamais pensé",,,
2742,DC1402,7,1,3,d,"Si fortuné j'eusse apperçeu,","Las, je n'eusse jamais pensé",,,
2743,DC1402,8,3,5,e,"Quand je te vy premierement,","Las, je n'eusse jamais pensé",,,
2744,DC1402,9,5,7,d,Le mal que depuis j'ay reçeu,"Las, je n'eusse jamais pensé",,,
2745,DC1402,10,7,9,e,Pour aymer trop loyallement:,"Las, je n'eusse jamais pensé",,,
2746,DC1402,11,9,14,d,"Mon cueur, qui franc avoit vescu,","Las, je n'eusse jamais pensé",,,
2747,DC1402,12,14,20,d,N'eust pas esté si tost vaincu.,"Las, je n'eusse jamais pensé",,,
2748,DC1403,1,1,5,a,"Ne vous forcés de me cherer,","Ne vous forcez, Dame, de me cherer",,,
2749,DC1403,2,3,7,b,"Chere ne quiert point violence,","Ne vous forcez, Dame, de me cherer",,,
2750,DC1403,3,8,12,a,"Seulement vous veux reverer,","Ne vous forcez, Dame, de me cherer",,,
2751,DC1403,4,10,14,b,Non obliger vostre excellence.,"Ne vous forcez, Dame, de me cherer",,,
2752,DC1403,5,15,18,b,"Si mon amour, et ma sçience,","Ne vous forcez, Dame, de me cherer",,,
2753,DC1403,6,19,22,c,"En vostre endroit n'ont sçeut valloir,","Ne vous forcez, Dame, de me cherer",,,
2754,DC1403,7,22,25,b,"C'est à moy d'avoir patience,","Ne vous forcez, Dame, de me cherer",,,
2755,DC1403,8,25,29,c,Et à vous de ne vous chailloir.,"Ne vous forcez, Dame, de me cherer",,,
2756,DC1404,1,1,8,a,"Amour estant au coing d'un boys caché,",Amour estant au coing d'un bois caché,,,
2757,DC1404,2,8,20,b,"Pour aux humains faire guerre mortelle,",Amour estant au coing d'un bois caché,,,
2758,DC1404,3,1,8,a,"Me voyant lors en passant tant fasché,",Amour estant au coing d'un bois caché,,,
2759,DC1404,4,8,21,b,Voulut en moy faire playe nouvelle:,Amour estant au coing d'un bois caché,,,
2760,DC1404,5,21,31,b,Mais quand il vid qu'a mon secours j'appelle,Amour estant au coing d'un bois caché,,,
2761,DC1404,6,30,37,c,"Dieu tout puissant, le priant de bon cueur,",Amour estant au coing d'un bois caché,,,
2762,DC1404,7,37,46,b,"De me garder d'amour, et sa cautelle,",Amour estant au coing d'un bois caché,,,
2763,DC1404,8,45,60,c,Me laissa lors eschappant sa fureur.,Amour estant au coing d'un bois caché,,,
2764,DC1405,1,1,3,a,"La Diane que je serts,",La Diane que je serts ne court plus,,,
2765,DC1405,2,4,6,a,"Ne court plus par ces deserts,",La Diane que je serts ne court plus,,,
2766,DC1405,3,1,3,b,"Et n'oy plus parmy les bois,",La Diane que je serts ne court plus,,,
2767,DC1405,4,4,6,b,Le son de sa douce voix.,La Diane que je serts ne court plus,,,
2768,DC1405,5,7,9,c,"Plus ne voy le petit Dieu,",La Diane que je serts ne court plus,,,
2769,DC1405,6,10,12,c,"Qui la suyvoit en tout lieu,",La Diane que je serts ne court plus,,,
2770,DC1405,7,13,21,d,"Je ne voy plus l'arc tendu,",La Diane que je serts ne court plus,,,
2771,DC1405,8,16,21,d,Que j'ay par trop attendu.,La Diane que je serts ne court plus,,,
2772,DC1406,1,1,3,a,"Las doit-on blasmer celle,","Las, doit-on blasmer celle qui veult",,,
2773,DC1406,2,3,6,b,Qui veut à son amy,"Las, doit-on blasmer celle qui veult",,,
2774,DC1406,3,6,9,a,"Estre du tout fidelle,","Las, doit-on blasmer celle qui veult",,,
2775,DC1406,4,8,12,b,Sans l'aymer qu'a demy.,"Las, doit-on blasmer celle qui veult",,,
2776,DC1406,5,11,17,c,"C'est mon amy tant beau et gratieux,","Las, doit-on blasmer celle qui veult",,,
2777,DC1406,6,17,21,c,Je l'aymeray maugré tous envieux:,"Las, doit-on blasmer celle qui veult",,,
2778,DC1406,7,21,24,a,"Je luy seray fidelle,","Las, doit-on blasmer celle qui veult",,,
2779,DC1406,8,24,25,d,"Sans varier en rien,","Las, doit-on blasmer celle qui veult",,,
2780,DC1406,9,25,32,a,"Ma fantasie est telle,","Las, doit-on blasmer celle qui veult",,,
2781,DC1406,10,28,33,d,Mon amy le sçait bien.,"Las, doit-on blasmer celle qui veult",,,
2782,DC1407,1,1,5,a,"A double Amour faut double loyauté,",A double amour fault double loyaulté,,,
2783,DC1407,2,5,9,b,"Ce que j'ay fait, sans jamais l'oser dire,",A double amour fault double loyaulté,,,
2784,DC1407,3,1,5,a,"Car l'un m'eust peu reprocher cruauté,",A double amour fault double loyaulté,,,
2785,DC1407,4,5,9,b,L'autre m'eust peu par honneur esconduire.,A double amour fault double loyaulté,,,
2786,DC1407,5,10,15,b,Mais qui sçauroit la peine et le martyre,A double amour fault double loyaulté,,,
2787,DC1407,6,15,20,c,"Qu'Amour m'a fait, en le tenant couvert,",A double amour fault double loyaulté,,,
2788,DC1407,7,21,25,b,"Bien jugeroit que l'amour est trop pire,",A double amour fault double loyaulté,,,
2789,DC1407,8,25,31,c,"Estant celé, que quand il est ouvert.",A double amour fault double loyaulté,,,
2790,DC1408,1,1,6,a,"Qui doit chanter, qui doit estre contente","Qui doit chanter, qui doit estre contente",,,
2791,DC1408,2,6,10,b,"Si ce n'est moy, qui voy du fort Aenée","Qui doit chanter, qui doit estre contente",,,
